dir,image_size,repo_id,transform,distance_metric,file,distance,distance_pos,is_real,complexity
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0052.png,-0.0218048095703125,0.0218048095703125,False,0.1416015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0053.png,-0.0243988037109375,0.0243988037109375,False,0.18359375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0054.png,-0.0188446044921875,0.0188446044921875,False,0.08013916015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0055.png,-0.031097412109375,0.031097412109375,False,0.19970703125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0056.png,-0.025604248046875,0.025604248046875,False,0.177001953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0057.png,-0.021636962890625,0.021636962890625,False,0.09539794921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0058.png,-0.0260467529296875,0.0260467529296875,False,0.12939453125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0059.png,-0.0216522216796875,0.0216522216796875,False,0.08514404296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0060.png,-0.0281982421875,0.0281982421875,False,0.1136474609375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0061.png,-0.03302001953125,0.03302001953125,False,0.107177734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0062.png,-0.0219573974609375,0.0219573974609375,False,0.180908203125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0063.png,-0.01381683349609375,0.01381683349609375,False,0.062103271484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0064.png,-0.036773681640625,0.036773681640625,False,0.186767578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0065.png,-0.0154571533203125,0.0154571533203125,False,0.075927734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0066.png,-0.0234832763671875,0.0234832763671875,False,0.2286376953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0067.png,-0.0297393798828125,0.0297393798828125,False,0.1055908203125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0068.png,-0.044342041015625,0.044342041015625,False,0.08685302734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0069.png,-0.0291900634765625,0.0291900634765625,False,0.1229248046875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0070.png,-0.0218505859375,0.0218505859375,False,0.147216796875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0071.png,-0.0306854248046875,0.0306854248046875,False,0.2403564453125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0072.png,-0.019500732421875,0.019500732421875,False,0.136962890625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0073.png,-0.021514892578125,0.021514892578125,False,0.212646484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0074.png,-0.02069091796875,0.02069091796875,False,0.074951171875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0075.png,-0.030303955078125,0.030303955078125,False,0.1905517578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0076.png,-0.0280914306640625,0.0280914306640625,False,0.1868896484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0077.png,-0.01788330078125,0.01788330078125,False,0.0623779296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0078.png,-0.0276336669921875,0.0276336669921875,False,0.12176513671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0079.png,-0.01556396484375,0.01556396484375,False,0.1380615234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0080.png,-0.03704833984375,0.03704833984375,False,0.0989990234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0081.png,-0.0308990478515625,0.0308990478515625,False,0.174560546875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0082.png,-0.022552490234375,0.022552490234375,False,0.1785888671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0083.png,-0.01520538330078125,0.01520538330078125,False,0.07098388671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0084.png,-0.03533935546875,0.03533935546875,False,0.19140625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0085.png,-0.0205078125,0.0205078125,False,0.049560546875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0086.png,-0.0225830078125,0.0225830078125,False,0.17236328125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0087.png,-0.0307769775390625,0.0307769775390625,False,0.0273284912109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0088.png,-0.038177490234375,0.038177490234375,False,0.06591796875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0089.png,-0.032867431640625,0.032867431640625,False,0.10968017578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0090.png,-0.021575927734375,0.021575927734375,False,0.14208984375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0091.png,-0.0279998779296875,0.0279998779296875,False,0.2293701171875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0092.png,-0.018310546875,0.018310546875,False,0.1341552734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0093.png,-0.0231475830078125,0.0231475830078125,False,0.1971435546875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0094.png,-0.019683837890625,0.019683837890625,False,0.09759521484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0095.png,-0.0310516357421875,0.0310516357421875,False,0.1932373046875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0096.png,-0.033172607421875,0.033172607421875,False,0.1767578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0097.png,-0.0233001708984375,0.0233001708984375,False,0.0947265625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0098.png,-0.02386474609375,0.02386474609375,False,0.1331787109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0099.png,-0.02069091796875,0.02069091796875,False,0.091064453125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0100.png,-0.0252838134765625,0.0252838134765625,False,0.099609375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0101.png,-0.021942138671875,0.021942138671875,False,0.12445068359375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0102.png,-0.025726318359375,0.025726318359375,False,0.17626953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0103.png,-0.022705078125,0.022705078125,False,0.08544921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0104.png,-0.0311431884765625,0.0311431884765625,False,0.18017578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0105.png,-0.037506103515625,0.037506103515625,False,0.043548583984375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0106.png,-0.02337646484375,0.02337646484375,False,0.208251953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0107.png,-0.02886962890625,0.02886962890625,False,0.1131591796875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0108.png,-0.0220184326171875,0.0220184326171875,False,0.10968017578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0109.png,-0.0304412841796875,0.0304412841796875,False,0.148193359375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0110.png,-0.0213623046875,0.0213623046875,False,0.07989501953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0111.png,-0.023468017578125,0.023468017578125,False,0.191162109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0112.png,-0.0144500732421875,0.0144500732421875,False,0.14013671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0113.png,-0.016021728515625,0.016021728515625,False,0.133544921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0114.png,-0.017791748046875,0.017791748046875,False,0.0914306640625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0115.png,-0.02996826171875,0.02996826171875,False,0.2037353515625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0116.png,-0.0206146240234375,0.0206146240234375,False,0.1646728515625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0117.png,-0.0209197998046875,0.0209197998046875,False,0.09405517578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0118.png,-0.0268402099609375,0.0268402099609375,False,0.12005615234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0119.png,-0.017913818359375,0.017913818359375,False,0.077880859375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0120.png,-0.03070068359375,0.03070068359375,False,0.08428955078125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0121.png,-0.031646728515625,0.031646728515625,False,0.12396240234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0122.png,-0.0238800048828125,0.0238800048828125,False,0.1881103515625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0123.png,-0.027496337890625,0.027496337890625,False,0.07586669921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0124.png,-0.031219482421875,0.031219482421875,False,0.14013671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0125.png,-0.01727294921875,0.01727294921875,False,0.0611572265625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0126.png,-0.0231475830078125,0.0231475830078125,False,0.21484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0127.png,-0.032562255859375,0.032562255859375,False,0.130126953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0128.png,-0.019805908203125,0.019805908203125,False,0.1300048828125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0129.png,-0.0210113525390625,0.0210113525390625,False,0.14501953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0130.png,-0.019012451171875,0.019012451171875,False,0.0828857421875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0131.png,-0.0262603759765625,0.0262603759765625,False,0.242919921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0132.png,-0.018035888671875,0.018035888671875,False,0.1405029296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0133.png,-0.026519775390625,0.026519775390625,False,0.15380859375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0134.png,-0.019622802734375,0.019622802734375,False,0.08154296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0135.png,-0.03240966796875,0.03240966796875,False,0.18701171875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0136.png,-0.0287017822265625,0.0287017822265625,False,0.1806640625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0137.png,-0.0272064208984375,0.0272064208984375,False,0.08074951171875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0138.png,-0.026275634765625,0.026275634765625,False,0.127685546875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0139.png,-0.01270294189453125,0.01270294189453125,False,0.130126953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0140.png,-0.025360107421875,0.025360107421875,False,0.08905029296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0141.png,-0.0250091552734375,0.0250091552734375,False,0.11834716796875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0142.png,-0.026031494140625,0.026031494140625,False,0.201416015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0143.png,-0.01422882080078125,0.01422882080078125,False,0.06884765625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0144.png,-0.032379150390625,0.032379150390625,False,0.178955078125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0145.png,-0.03240966796875,0.03240966796875,False,0.1138916015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0146.png,-0.0233917236328125,0.0233917236328125,False,0.19775390625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0147.png,-0.0277557373046875,0.0277557373046875,False,0.1531982421875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0148.png,-0.04351806640625,0.04351806640625,False,0.0784912109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0149.png,-0.0219573974609375,0.0219573974609375,False,0.103759765625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0150.png,-0.03533935546875,0.03533935546875,False,0.2093505859375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0151.png,-0.0276641845703125,0.0276641845703125,False,0.2305908203125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0152.png,-0.016754150390625,0.016754150390625,False,0.131103515625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0153.png,-0.0203857421875,0.0203857421875,False,0.1627197265625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0154.png,-0.018402099609375,0.018402099609375,False,0.0789794921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0155.png,-0.03179931640625,0.03179931640625,False,0.1571044921875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0156.png,-0.0251922607421875,0.0251922607421875,False,0.1610107421875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0157.png,-0.0189666748046875,0.0189666748046875,False,0.05291748046875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0158.png,-0.028472900390625,0.028472900390625,False,0.126953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0159.png,-0.01438140869140625,0.01438140869140625,False,0.12237548828125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0160.png,-0.0201873779296875,0.0201873779296875,False,0.08831787109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0161.png,-0.032989501953125,0.032989501953125,False,0.1173095703125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0162.png,-0.022979736328125,0.022979736328125,False,0.155029296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0163.png,-0.01560211181640625,0.01560211181640625,False,0.06396484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0164.png,-0.035614013671875,0.035614013671875,False,0.22509765625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0165.png,-0.0253143310546875,0.0253143310546875,False,0.13037109375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0166.png,-0.0236053466796875,0.0236053466796875,False,0.2056884765625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0167.png,-0.0244140625,0.0244140625,False,0.07891845703125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0168.png,-0.0237884521484375,0.0237884521484375,False,0.09307861328125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0169.png,-0.036376953125,0.036376953125,False,0.1300048828125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0170.png,-0.017242431640625,0.017242431640625,False,0.08026123046875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0171.png,-0.0300140380859375,0.0300140380859375,False,0.1904296875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0172.png,-0.016754150390625,0.016754150390625,False,0.10614013671875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0173.png,-0.0255279541015625,0.0255279541015625,False,0.17578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0174.png,-0.0199737548828125,0.0199737548828125,False,0.0823974609375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0175.png,-0.0284271240234375,0.0284271240234375,False,0.1734619140625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0176.png,-0.0299530029296875,0.0299530029296875,False,0.1728515625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0177.png,-0.0228729248046875,0.0228729248046875,False,0.06134033203125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0178.png,-0.021942138671875,0.021942138671875,False,0.1295166015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0179.png,-0.01861572265625,0.01861572265625,False,0.1146240234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0180.png,-0.027374267578125,0.027374267578125,False,0.08294677734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0181.png,-0.029388427734375,0.029388427734375,False,0.121826171875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0182.png,-0.024078369140625,0.024078369140625,False,0.1849365234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0183.png,-0.0151214599609375,0.0151214599609375,False,0.04681396484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0184.png,-0.035980224609375,0.035980224609375,False,0.2149658203125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0185.png,-0.0288238525390625,0.0288238525390625,False,0.040069580078125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0186.png,-0.0239715576171875,0.0239715576171875,False,0.2318115234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0187.png,-0.022064208984375,0.022064208984375,False,0.061553955078125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0188.png,-0.053009033203125,0.053009033203125,False,0.08648681640625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0189.png,-0.0219879150390625,0.0219879150390625,False,0.10113525390625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0190.png,-0.026763916015625,0.026763916015625,False,0.1435546875
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0191.png,-0.0266571044921875,0.0266571044921875,False,0.232666015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0192.png,-0.0146942138671875,0.0146942138671875,False,0.1451416015625
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0193.png,-0.0218658447265625,0.0218658447265625,False,0.146484375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0194.png,-0.018402099609375,0.018402099609375,False,0.07861328125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0195.png,-0.029144287109375,0.029144287109375,False,0.1888427734375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0196.png,-0.02813720703125,0.02813720703125,False,0.1767578125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0197.png,-0.0202484130859375,0.0202484130859375,False,0.0802001953125
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0198.png,-0.0255279541015625,0.0255279541015625,False,0.1146240234375
data\raw\generated\sd1-5,512,max,jpeg_70,lpips_vgg_2,0199.png,-0.01496124267578125,0.01496124267578125,False,0.1036376953125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0000.png,-0.03326416015625,0.03326416015625,False,0.1357421875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0001.png,-0.034332275390625,0.034332275390625,False,0.13037109375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0002.png,-0.0272369384765625,0.0272369384765625,False,0.1866455078125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0003.png,-0.01401519775390625,0.01401519775390625,False,0.053955078125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0004.png,-0.029052734375,0.029052734375,False,0.18603515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0005.png,-0.0214385986328125,0.0214385986328125,False,0.057220458984375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0006.png,-0.0252532958984375,0.0252532958984375,False,0.203857421875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0007.png,-0.0312042236328125,0.0312042236328125,False,0.243408203125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0008.png,-0.0304412841796875,0.0304412841796875,False,0.12139892578125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0009.png,-0.0304107666015625,0.0304107666015625,False,0.1279296875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0010.png,-0.01995849609375,0.01995849609375,False,0.07745361328125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0011.png,-0.0269622802734375,0.0269622802734375,False,0.2420654296875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0012.png,-0.0223236083984375,0.0223236083984375,False,0.1485595703125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0013.png,-0.02679443359375,0.02679443359375,False,0.178955078125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0014.png,-0.022308349609375,0.022308349609375,False,0.08453369140625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0015.png,-0.035797119140625,0.035797119140625,False,0.1722412109375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0016.png,-0.0278472900390625,0.0278472900390625,False,0.131103515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0017.png,-0.0231781005859375,0.0231781005859375,False,0.075927734375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0018.png,-0.0259857177734375,0.0259857177734375,False,0.1309814453125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0019.png,-0.0204620361328125,0.0204620361328125,False,0.135498046875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0020.png,-0.03436279296875,0.03436279296875,False,0.0552978515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0021.png,-0.031768798828125,0.031768798828125,False,0.11724853515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0022.png,-0.025787353515625,0.025787353515625,False,0.21142578125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0023.png,-0.01465606689453125,0.01465606689453125,False,0.0887451171875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0024.png,-0.03265380859375,0.03265380859375,False,0.1591796875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0025.png,-0.02362060546875,0.02362060546875,False,0.055694580078125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0026.png,-0.0236358642578125,0.0236358642578125,False,0.2080078125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0027.png,-0.03411865234375,0.03411865234375,False,0.042572021484375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0028.png,-0.039642333984375,0.039642333984375,False,0.08465576171875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0029.png,-0.033966064453125,0.033966064453125,False,0.10943603515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0030.png,-0.03857421875,0.03857421875,False,0.179931640625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0031.png,-0.034210205078125,0.034210205078125,False,0.22509765625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0032.png,-0.0175628662109375,0.0175628662109375,False,0.148681640625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0033.png,-0.024658203125,0.024658203125,False,0.1982421875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0034.png,-0.021331787109375,0.021331787109375,False,0.09521484375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0035.png,-0.028961181640625,0.028961181640625,False,0.2109375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0036.png,-0.0246124267578125,0.0246124267578125,False,0.1968994140625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0037.png,-0.0225372314453125,0.0225372314453125,False,0.06732177734375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0038.png,-0.031341552734375,0.031341552734375,False,0.1378173828125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0039.png,-0.018524169921875,0.018524169921875,False,0.0933837890625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0040.png,-0.030731201171875,0.030731201171875,False,0.06390380859375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0041.png,-0.034149169921875,0.034149169921875,False,0.136474609375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0042.png,-0.0267791748046875,0.0267791748046875,False,0.174560546875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0043.png,-0.0171661376953125,0.0171661376953125,False,0.061676025390625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0044.png,-0.0357666015625,0.0357666015625,False,0.199951171875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0045.png,-0.02227783203125,0.02227783203125,False,0.0643310546875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0046.png,-0.02740478515625,0.02740478515625,False,0.2105712890625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0047.png,-0.02447509765625,0.02447509765625,False,0.1490478515625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0048.png,-0.0242462158203125,0.0242462158203125,False,0.08880615234375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0049.png,-0.02880859375,0.02880859375,False,0.13525390625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0050.png,-0.02850341796875,0.02850341796875,False,0.09503173828125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0051.png,-0.0303192138671875,0.0303192138671875,False,0.2384033203125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0052.png,-0.0237884521484375,0.0237884521484375,False,0.1416015625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0053.png,-0.02679443359375,0.02679443359375,False,0.18359375
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0054.png,-0.0216064453125,0.0216064453125,False,0.08013916015625
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0055.png,-0.033660888671875,0.033660888671875,False,0.19970703125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0056.png,-0.02752685546875,0.02752685546875,False,0.177001953125
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0057.png,-0.0245361328125,0.0245361328125,False,0.09539794921875
data\raw\generated\sd1-5,512,max,jpeg_60,lpips_vgg_2,0058.png,-0.028717041015625,0.028717041015625,False,0.12939453125
